[29-05-2015 11:07:06] Contest set to ILSVRC

[29-05-2015 11:07:06] LOADING METADATA FROM /MEDIA/ALEXIS/SSD/CACHE/META.MAT
----------------------------------------------------------------------------
[29-05-2015 11:07:12] Metadata loaded succesfully!

[29-05-2015 11:07:12] LOADING OBJECTS FILEPATHS INDEXER FROM /MEDIA/ALEXIS/SSD/CACHE/OBJECTS.MAT
------------------------------------------------------------------------------------------------
[29-05-2015 11:07:14] Objects filepaths indexer loaded succesfully!

[29-05-2015 11:07:18] TRAINING
------------------------------
[29-05-2015 11:07:22] iter: 1/3740 | epoch 0/200 | error: 1.006143331527710
[29-05-2015 11:07:26] iter: 2/3740 | epoch 0/200 | error: 1.006277561187744
[29-05-2015 11:07:30] iter: 3/3740 | epoch 0/200 | error: 1.004845857620239
[29-05-2015 11:07:34] iter: 4/3740 | epoch 0/200 | error: 1.005578398704529
[29-05-2015 11:07:38] iter: 5/3740 | epoch 0/200 | error: 1.005263566970825
[29-05-2015 11:07:41] iter: 6/3740 | epoch 0/200 | error: 1.005923032760620
[29-05-2015 11:07:45] iter: 7/3740 | epoch 0/200 | error: 1.003923416137695
[29-05-2015 11:07:49] iter: 8/3740 | epoch 0/200 | error: 1.002695322036743
[29-05-2015 11:07:53] iter: 9/3740 | epoch 0/200 | error: 1.004266381263733
[29-05-2015 11:07:57] iter: 10/3740 | epoch 0/200 | error: 1.003027677536011
[29-05-2015 11:08:00] iter: 11/3740 | epoch 0/200 | error: 1.002666831016541
[29-05-2015 11:08:04] iter: 12/3740 | epoch 0/200 | error: 1.001172780990601
[29-05-2015 11:08:08] iter: 13/3740 | epoch 0/200 | error: 1.000171661376953
[29-05-2015 11:08:11] iter: 14/3740 | epoch 0/200 | error: 0.998239398002625
[29-05-2015 11:08:15] iter: 15/3740 | epoch 0/200 | error: 0.998424172401428
[29-05-2015 11:08:19] iter: 16/3740 | epoch 0/200 | error: 0.999483108520508
[29-05-2015 11:08:22] iter: 17/3740 | epoch 0/200 | error: 0.997597932815552
[29-05-2015 11:08:26] iter: 18/3740 | epoch 0/200 | error: 0.995036721229553
[29-05-2015 11:08:30] iter: 19/3740 | epoch 0/200 | error: 0.993989944458008
[29-05-2015 11:08:34] iter: 20/3740 | epoch 0/200 | error: 0.993551671504974
[29-05-2015 11:08:37] iter: 21/3740 | epoch 0/200 | error: 0.991829276084900
[29-05-2015 11:08:41] iter: 22/3740 | epoch 0/200 | error: 0.991054177284241
[29-05-2015 11:08:45] iter: 23/3740 | epoch 0/200 | error: 0.990146815776825
[29-05-2015 11:08:48] iter: 24/3740 | epoch 0/200 | error: 0.990562379360199
[29-05-2015 11:08:52] iter: 25/3740 | epoch 0/200 | error: 0.991260766983032
[29-05-2015 11:08:56] iter: 26/3740 | epoch 0/200 | error: 0.989561796188354
[29-05-2015 11:08:59] iter: 27/3740 | epoch 0/200 | error: 0.987328290939331
[29-05-2015 11:09:03] iter: 28/3740 | epoch 0/200 | error: 0.984518170356750
[29-05-2015 11:09:07] iter: 29/3740 | epoch 0/200 | error: 0.983158588409424
[29-05-2015 11:09:11] iter: 30/3740 | epoch 0/200 | error: 0.981849789619446
[29-05-2015 11:09:14] iter: 31/3740 | epoch 0/200 | error: 0.979874968528748
[29-05-2015 11:09:18] iter: 32/3740 | epoch 0/200 | error: 0.973654747009277
[29-05-2015 11:09:22] iter: 33/3740 | epoch 0/200 | error: 0.975040912628174
[29-05-2015 11:09:26] iter: 34/3740 | epoch 0/200 | error: 0.970875024795532
[29-05-2015 11:09:29] iter: 35/3740 | epoch 0/200 | error: 0.973736763000488
[29-05-2015 11:09:33] iter: 36/3740 | epoch 0/200 | error: 0.972596168518066
[29-05-2015 11:09:37] iter: 37/3740 | epoch 0/200 | error: 0.974591732025146
[29-05-2015 11:09:41] iter: 38/3740 | epoch 0/200 | error: 0.982366204261780
[29-05-2015 11:09:45] iter: 39/3740 | epoch 0/200 | error: 0.955815076828003
[29-05-2015 11:09:48] iter: 40/3740 | epoch 0/200 | error: 0.973114728927612
[29-05-2015 11:09:52] iter: 41/3740 | epoch 0/200 | error: 0.976468801498413
[29-05-2015 11:09:56] iter: 42/3740 | epoch 0/200 | error: 0.953554272651672
[29-05-2015 11:10:00] iter: 43/3740 | epoch 0/200 | error: 0.970246672630310
[29-05-2015 11:10:04] iter: 44/3740 | epoch 0/200 | error: 0.963906168937683
[29-05-2015 11:10:07] iter: 45/3740 | epoch 0/200 | error: 0.957273602485657
[29-05-2015 11:10:11] iter: 46/3740 | epoch 0/200 | error: 0.956462144851685
[29-05-2015 11:10:15] iter: 47/3740 | epoch 0/200 | error: 0.961070954799652
[29-05-2015 11:10:19] iter: 48/3740 | epoch 0/200 | error: 0.958637118339539
[29-05-2015 11:10:23] iter: 49/3740 | epoch 0/200 | error: 0.960738301277161
[29-05-2015 11:10:27] iter: 50/3740 | epoch 0/200 | error: 0.957022786140442
[29-05-2015 11:10:30] iter: 51/3740 | epoch 0/200 | error: 0.954718947410583
[29-05-2015 11:10:34] iter: 52/3740 | epoch 0/200 | error: 0.953033685684204
[29-05-2015 11:10:38] iter: 53/3740 | epoch 0/200 | error: 0.964122056961060
[29-05-2015 11:10:42] iter: 54/3740 | epoch 0/200 | error: 0.964389979839325
[29-05-2015 11:10:46] iter: 55/3740 | epoch 0/200 | error: 0.951764464378357
[29-05-2015 11:10:49] iter: 56/3740 | epoch 0/200 | error: 0.951810240745544
[29-05-2015 11:10:53] iter: 57/3740 | epoch 0/200 | error: 0.962923705577850
[29-05-2015 11:10:57] iter: 58/3740 | epoch 0/200 | error: 0.946212530136108
[29-05-2015 11:11:01] iter: 59/3740 | epoch 0/200 | error: 0.958360671997070
