[28-05-2015 10:24:42] Contest set to ILSVRC

[28-05-2015 10:24:42] LOADING METADATA FROM /MEDIA/ALEXIS/SSD/CACHE/META.MAT
----------------------------------------------------------------------------
[28-05-2015 10:24:49] Metadata loaded succesfully!

[28-05-2015 10:24:49] LOADING OBJECTS FILEPATHS INDEXER FROM /MEDIA/ALEXIS/SSD/CACHE/OBJECTS.MAT
------------------------------------------------------------------------------------------------
[28-05-2015 10:24:50] Objects filepaths indexer loaded succesfully!
[28-05-2015 10:25:47] iter: 1/7481 | epoch 0/200 | error: 0.994996190071106
[28-05-2015 10:25:52] iter: 2/7481 | epoch 0/200 | error: 0.992850959300995
[28-05-2015 10:25:55] iter: 3/7481 | epoch 0/200 | error: 0.983133137226105
[28-05-2015 10:25:58] iter: 4/7481 | epoch 0/200 | error: 0.965040922164917
[28-05-2015 10:26:02] iter: 5/7481 | epoch 0/200 | error: 1.001168012619019
[28-05-2015 10:26:05] iter: 6/7481 | epoch 0/200 | error: 0.962954998016357
[28-05-2015 10:26:08] iter: 7/7481 | epoch 0/200 | error: 1.061742305755615
[28-05-2015 10:26:11] iter: 8/7481 | epoch 0/200 | error: 0.974652707576752
[28-05-2015 10:26:15] iter: 9/7481 | epoch 0/200 | error: 0.962505221366882
[28-05-2015 10:26:19] iter: 10/7481 | epoch 0/200 | error: 0.998402178287506
[28-05-2015 10:26:24] iter: 11/7481 | epoch 0/200 | error: 0.934353709220886
[28-05-2015 10:26:27] iter: 12/7481 | epoch 0/200 | error: 0.931118786334991
[28-05-2015 10:26:30] iter: 13/7481 | epoch 0/200 | error: 1.003642439842224
[28-05-2015 10:26:37] iter: 14/7481 | epoch 0/200 | error: 0.899361252784729
[28-05-2015 10:26:40] iter: 15/7481 | epoch 0/200 | error: 0.955606758594513
[28-05-2015 10:26:43] iter: 16/7481 | epoch 0/200 | error: 0.968491137027740
[28-05-2015 10:26:47] iter: 17/7481 | epoch 0/200 | error: 0.962543845176697
[28-05-2015 10:26:50] iter: 18/7481 | epoch 0/200 | error: 0.980419456958771
[28-05-2015 10:26:52] iter: 19/7481 | epoch 0/200 | error: 0.956725060939789
[28-05-2015 10:27:00] iter: 20/7481 | epoch 0/200 | error: 0.974232673645020
[28-05-2015 10:27:03] iter: 21/7481 | epoch 0/200 | error: 0.956529855728149
[28-05-2015 10:27:06] iter: 22/7481 | epoch 0/200 | error: 0.954620540142059
[28-05-2015 10:27:09] iter: 23/7481 | epoch 0/200 | error: 0.957809269428253
[28-05-2015 10:27:13] iter: 24/7481 | epoch 0/200 | error: 0.975427448749542
[28-05-2015 10:27:16] iter: 25/7481 | epoch 0/200 | error: 0.984648406505585
[28-05-2015 10:27:19] iter: 26/7481 | epoch 0/200 | error: 0.957318365573883
[28-05-2015 10:27:22] iter: 27/7481 | epoch 0/200 | error: 0.957517623901367
[28-05-2015 10:27:25] iter: 28/7481 | epoch 0/200 | error: 0.979371190071106
[28-05-2015 10:27:28] iter: 29/7481 | epoch 0/200 | error: 0.965226292610168
[28-05-2015 10:27:33] iter: 30/7481 | epoch 0/200 | error: 0.963830709457397
[28-05-2015 10:28:00] iter: 31/7481 | epoch 0/200 | error: 0.943850457668304
[28-05-2015 10:28:04] iter: 32/7481 | epoch 0/200 | error: 0.957904458045959
[28-05-2015 10:28:07] iter: 33/7481 | epoch 0/200 | error: 0.972447216510773
[28-05-2015 10:28:09] iter: 34/7481 | epoch 0/200 | error: 0.919099926948547
[28-05-2015 10:28:17] iter: 35/7481 | epoch 0/200 | error: 0.939505517482758
[28-05-2015 10:28:29] iter: 36/7481 | epoch 0/200 | error: 0.969483971595764
[28-05-2015 10:28:32] iter: 37/7481 | epoch 0/200 | error: 1.003425836563110
[28-05-2015 10:28:34] iter: 38/7481 | epoch 0/200 | error: 0.928835272789001
[28-05-2015 10:28:41] iter: 39/7481 | epoch 0/200 | error: 0.966770231723785
[28-05-2015 10:29:37] iter: 40/7481 | epoch 0/200 | error: 0.961667954921722
[28-05-2015 10:29:41] iter: 41/7481 | epoch 0/200 | error: 0.964580476284027
[28-05-2015 10:29:45] iter: 42/7481 | epoch 0/200 | error: 0.952945590019226
[28-05-2015 10:29:49] iter: 43/7481 | epoch 0/200 | error: 0.967849731445312
[28-05-2015 10:29:53] iter: 44/7481 | epoch 0/200 | error: 0.955844998359680
[28-05-2015 10:29:57] iter: 45/7481 | epoch 0/200 | error: 0.948452055454254
[28-05-2015 10:30:01] iter: 46/7481 | epoch 0/200 | error: 0.931529700756073
[28-05-2015 10:30:04] iter: 47/7481 | epoch 0/200 | error: 0.996271014213562
[28-05-2015 10:30:11] iter: 48/7481 | epoch 0/200 | error: 0.957193613052368
[28-05-2015 10:30:13] iter: 49/7481 | epoch 0/200 | error: 0.954152941703796
[28-05-2015 10:30:15] iter: 50/7481 | epoch 0/200 | error: 0.932605981826782
[28-05-2015 10:30:18] iter: 51/7481 | epoch 0/200 | error: 0.937997281551361
[28-05-2015 10:30:29] iter: 52/7481 | epoch 0/200 | error: 0.956152796745300
[28-05-2015 10:30:32] iter: 53/7481 | epoch 0/200 | error: 0.968736827373505
[28-05-2015 10:30:39] iter: 54/7481 | epoch 0/200 | error: 0.970206260681152
