[28-05-2015 23:32:57] Contest set to ILSVRC

[28-05-2015 23:32:57] LOADING METADATA FROM /MEDIA/ALEXIS/SSD/CACHE/META.MAT
----------------------------------------------------------------------------
[28-05-2015 23:33:04] Metadata loaded succesfully!

[28-05-2015 23:33:04] LOADING OBJECTS FILEPATHS INDEXER FROM /MEDIA/ALEXIS/SSD/CACHE/OBJECTS.MAT
------------------------------------------------------------------------------------------------
[28-05-2015 23:33:06] Objects filepaths indexer loaded succesfully!

[28-05-2015 23:33:11] TRAINING
------------------------------
[28-05-2015 23:33:14] iter: 1/7481 | epoch 0/200 | error: 0.995079755783081
[28-05-2015 23:33:16] iter: 2/7481 | epoch 0/200 | error: 0.994903683662415
[28-05-2015 23:33:18] iter: 3/7481 | epoch 0/200 | error: 0.994810342788696
[28-05-2015 23:33:21] iter: 4/7481 | epoch 0/200 | error: 0.994610846042633
[28-05-2015 23:33:23] iter: 5/7481 | epoch 0/200 | error: 0.993252038955688
[28-05-2015 23:33:25] iter: 6/7481 | epoch 0/200 | error: 0.984901905059814
[28-05-2015 23:33:27] iter: 7/7481 | epoch 0/200 | error: 1.524436235427856
[28-05-2015 23:33:29] iter: 8/7481 | epoch 0/200 | error: 0.994692325592041
[28-05-2015 23:33:32] iter: 9/7481 | epoch 0/200 | error: 0.994615256786346
[28-05-2015 23:33:34] iter: 10/7481 | epoch 0/200 | error: 0.994745850563049
[28-05-2015 23:33:36] iter: 11/7481 | epoch 0/200 | error: 0.994854807853699
[28-05-2015 23:33:38] iter: 12/7481 | epoch 0/200 | error: 0.994737148284912
[28-05-2015 23:33:40] iter: 13/7481 | epoch 0/200 | error: 0.994224369525909
[28-05-2015 23:33:42] iter: 14/7481 | epoch 0/200 | error: 0.994484782218933
[28-05-2015 23:33:45] iter: 15/7481 | epoch 0/200 | error: 0.994334638118744
[28-05-2015 23:33:47] iter: 16/7481 | epoch 0/200 | error: 0.994142889976501
[28-05-2015 23:33:49] iter: 17/7481 | epoch 0/200 | error: 0.994162559509277
[28-05-2015 23:33:52] iter: 18/7481 | epoch 0/200 | error: 0.994098782539368
[28-05-2015 23:33:54] iter: 19/7481 | epoch 0/200 | error: 0.993707418441772
[28-05-2015 23:33:56] iter: 20/7481 | epoch 0/200 | error: 0.993810296058655
[28-05-2015 23:33:58] iter: 21/7481 | epoch 0/200 | error: 0.993514895439148
[28-05-2015 23:34:01] iter: 22/7481 | epoch 0/200 | error: 0.993890047073364
[28-05-2015 23:34:03] iter: 23/7481 | epoch 0/200 | error: 0.993521034717560
[28-05-2015 23:34:05] iter: 24/7481 | epoch 0/200 | error: 0.994036257266998
[28-05-2015 23:34:08] iter: 25/7481 | epoch 0/200 | error: 0.993393540382385
