[27-05-2015 08:06:39] Contest set to ILSVRC

[27-05-2015 08:06:39] LOADING METADATA FROM /MEDIA/ALEXIS/SSD/CACHE/META.MAT
----------------------------------------------------------------------------
[27-05-2015 08:06:45] Metadata loaded succesfully!

[27-05-2015 08:06:45] LOADING OBJECTS FILEPATHS INDEXER FROM /MEDIA/ALEXIS/SSD/CACHE/OBJECTS.MAT
------------------------------------------------------------------------------------------------
[27-05-2015 08:06:47] Objects filepaths indexer loaded succesfully!
[27-05-2015 08:07:06] iter: 1/1870 | epoch 0/200 | error: 0.994990170001984
[27-05-2015 08:07:15] iter: 2/1870 | epoch 0/200 | error: 0.993117928504944
[27-05-2015 08:07:25] iter: 3/1870 | epoch 0/200 | error: 1.636270284652710
[27-05-2015 08:07:34] iter: 4/1870 | epoch 0/200 | error: 0.992548704147339
[27-05-2015 08:07:44] iter: 5/1870 | epoch 0/200 | error: 0.990149080753326
[27-05-2015 08:07:53] iter: 6/1870 | epoch 0/200 | error: 1.888926148414612
[27-05-2015 08:08:02] iter: 7/1870 | epoch 0/200 | error: 1.664062500000000
[27-05-2015 08:08:12] iter: 8/1870 | epoch 0/200 | error: 1.773437500000000
[27-05-2015 08:08:21] iter: 9/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:08:31] iter: 10/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:08:40] iter: 11/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:08:49] iter: 12/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:08:59] iter: 13/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:09:08] iter: 14/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:09:18] iter: 15/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:09:27] iter: 16/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:09:37] iter: 17/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:09:46] iter: 18/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:09:55] iter: 19/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:10:05] iter: 20/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:10:14] iter: 21/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:10:24] iter: 22/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:10:33] iter: 23/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:10:43] iter: 24/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:10:52] iter: 25/1870 | epoch 0/200 | error: NaN
[27-05-2015 08:11:01] iter: 26/1870 | epoch 0/200 | error: NaN
