[29-05-2015 10:40:31] Contest set to ILSVRC

[29-05-2015 10:40:31] LOADING METADATA FROM /MEDIA/ALEXIS/SSD/CACHE/META.MAT
----------------------------------------------------------------------------
[29-05-2015 10:40:37] Metadata loaded succesfully!

[29-05-2015 10:40:37] LOADING OBJECTS FILEPATHS INDEXER FROM /MEDIA/ALEXIS/SSD/CACHE/OBJECTS.MAT
------------------------------------------------------------------------------------------------
[29-05-2015 10:40:39] Objects filepaths indexer loaded succesfully!

[29-05-2015 10:40:43] TRAINING
------------------------------
[29-05-2015 10:40:48] iter: 1/3740 | epoch 0/200 | error: 1.004483699798584
[29-05-2015 10:40:52] iter: 2/3740 | epoch 0/200 | error: 1.002208590507507
[29-05-2015 10:40:56] iter: 3/3740 | epoch 0/200 | error: 0.998525977134705
[29-05-2015 10:40:59] iter: 4/3740 | epoch 0/200 | error: 0.992772698402405
[29-05-2015 10:41:03] iter: 5/3740 | epoch 0/200 | error: 0.986706256866455
[29-05-2015 10:41:07] iter: 6/3740 | epoch 0/200 | error: 0.991113066673279
[29-05-2015 10:41:11] iter: 7/3740 | epoch 0/200 | error: 0.971642971038818
[29-05-2015 10:41:15] iter: 8/3740 | epoch 0/200 | error: 0.943276882171631
[29-05-2015 10:41:19] iter: 9/3740 | epoch 0/200 | error: 0.982662975788116
[29-05-2015 10:41:23] iter: 10/3740 | epoch 0/200 | error: 0.964716374874115
[29-05-2015 10:41:26] iter: 11/3740 | epoch 0/200 | error: 0.972538411617279
[29-05-2015 10:41:30] iter: 12/3740 | epoch 0/200 | error: 0.962313175201416
[29-05-2015 10:41:34] iter: 13/3740 | epoch 0/200 | error: 0.956598162651062
[29-05-2015 10:41:38] iter: 14/3740 | epoch 0/200 | error: 0.970540165901184
[29-05-2015 10:41:42] iter: 15/3740 | epoch 0/200 | error: 0.949028372764587
[29-05-2015 10:41:45] iter: 16/3740 | epoch 0/200 | error: 0.965245544910431
[29-05-2015 10:41:49] iter: 17/3740 | epoch 0/200 | error: 0.960534811019897
[29-05-2015 10:41:53] iter: 18/3740 | epoch 0/200 | error: 0.967016935348511
[29-05-2015 10:41:57] iter: 19/3740 | epoch 0/200 | error: 0.949757575988770
[29-05-2015 10:42:01] iter: 20/3740 | epoch 0/200 | error: 0.960828065872192
[29-05-2015 10:42:04] iter: 21/3740 | epoch 0/200 | error: 0.939831137657166
[29-05-2015 10:42:08] iter: 22/3740 | epoch 0/200 | error: 0.946132779121399
[29-05-2015 10:42:12] iter: 23/3740 | epoch 0/200 | error: 0.945331513881683
[29-05-2015 10:42:16] iter: 24/3740 | epoch 0/200 | error: 0.962188720703125
[29-05-2015 10:42:20] iter: 25/3740 | epoch 0/200 | error: 0.952556371688843
