[28-05-2015 23:13:39] Contest set to ILSVRC

[28-05-2015 23:13:39] LOADING METADATA FROM /MEDIA/ALEXIS/SSD/CACHE/META.MAT
----------------------------------------------------------------------------
[28-05-2015 23:13:45] Metadata loaded succesfully!

[28-05-2015 23:13:45] LOADING OBJECTS FILEPATHS INDEXER FROM /MEDIA/ALEXIS/SSD/CACHE/OBJECTS.MAT
------------------------------------------------------------------------------------------------
[28-05-2015 23:13:47] Objects filepaths indexer loaded succesfully!

[28-05-2015 23:13:52] TRAINING
------------------------------
[28-05-2015 23:13:55] iter: 1/3740 | epoch 0/200 | error: 1.447829008102417
[28-05-2015 23:13:57] iter: 2/3740 | epoch 0/200 | error: 1.562500000000000
[28-05-2015 23:14:00] iter: 3/3740 | epoch 0/200 | error: 1.875000000000000
[28-05-2015 23:14:02] iter: 4/3740 | epoch 0/200 | error: 1.765625000000000
[28-05-2015 23:14:04] iter: 5/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:07] iter: 6/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:09] iter: 7/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:11] iter: 8/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:14] iter: 9/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:16] iter: 10/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:18] iter: 11/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:21] iter: 12/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:23] iter: 13/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:25] iter: 14/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:28] iter: 15/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:30] iter: 16/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:32] iter: 17/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:35] iter: 18/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:37] iter: 19/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:39] iter: 20/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:42] iter: 21/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:44] iter: 22/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:46] iter: 23/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:48] iter: 24/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:51] iter: 25/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:53] iter: 26/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:55] iter: 27/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:14:58] iter: 28/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:15:00] iter: 29/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:15:02] iter: 30/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:15:04] iter: 31/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:15:07] iter: 32/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:15:09] iter: 33/3740 | epoch 0/200 | error: NaN
[28-05-2015 23:15:11] iter: 34/3740 | epoch 0/200 | error: NaN
